split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-news	headlines	2015	0863	5.00	Google Prototip Otonom Arabayı Tanıttı	Google Concept Otonom Arabayı Tanıttı
train	main-news	headlines	2015	0864	2.00	Bangladeş konfeksiyon fabrikasında yangın '8'i öldürdü'	Bangladeş konfeksiyon fabrikasının çöküşü 149 kişi öldü
train	main-news	headlines	2015	0867	4.00	ABD, İran anlaşması konusunda ihtiyatlı Körfez müttefiklerine güven vermeye çalışıyor	Hagel, İran anlaşmasının ardından gergin Körfez müttefiklerini rahatlatmaya çalışıyor
train	main-news	headlines	2015	0869	0.00	Ukrayna, ÄėTopluluk görüşmelerine ev sahipliği yaptı	Papa, Suriye'de silah satmak için savaşa gitti
train	main-news	headlines	2015	0878	2.40	Pakistan Müşerref Butto Suikastında Tutuklandı	Pakistan Müşerref ilk kez mahkemeye geliyor
train	main-news	headlines	2015	0880	2.20	Mısır'ın Müslüman Kardeşler Şefi için Duruşma Tarihi Belli	Suriye'nin Müslüman Kardeşleri zorlu bir savaşla karşı karşıya
train	main-news	headlines	2015	0883	0.00	Kızıl pandanın kısa ömürlü hayvanat bahçesi kaçışı	Hindistan'ın Mars'a yürüyüşü
train	main-news	headlines	2015	0884	0.20	İsrailli doktorlar, Filistinli tutukluları zorla besledikleri için yurtdışında yargılanabilir	İsrail'in Batı Şeria kontrolü 'Filistin ekonomisine milyara mal oluyor'
train	main-news	headlines	2015	0889	5.00	Washington Pot Mağazaları Tarihi Satışlara Hazırlanıyor	Washington pot mağazaları tarihi satışlara hazırlanıyor
train	main-news	headlines	2015	0891	5.00	Rio havaalanı işçileri FIFA Dünya Kupası arifesinde grevde	Rio de Janeiro havaalanı çalışanları Dünya Kupası arifesinde grevde
train	main-news	headlines	2015	0893	1.40	Müslüman Kardeşler'in önde gelen liderinin oğlu öldürüldü	Mısır, Müslüman Kardeşler lideri Badie'yi tutukladı
train	main-news	headlines	2015	0896	5.00	İran ve altı küresel güç, tarihi bir nükleer anlaşma imzaladı	İran, altı dünya gücü nükleer anlaşmayı kesinleştirdi
train	main-news	headlines	2015	0898	2.80	Virjinya'da Sıcak Hava Balonu Ateşi Yakaladı	Sıcak Hava Balonu 'Ateşi Yakalıyor ve Çarpıyor'
train	main-news	headlines	2015	0900	2.40	Mandela anıtında liderlerden ve aileden alıntılar	Dünya Mandela anıtı için birleşiyor
train	main-news	headlines	2015	0901	0.00	Mumbai Kızılderilileri yerine T & T'yi koyuyor	Endonezyalılar sıkı yarışta cumhurbaşkanına oy verdi
train	main-news	headlines	2015	0903	4.40	KL hisseleri öğleden sonra yükselmeye devam ediyor	KL hisseleri öğleden sonra yükselmeye devam ediyor
train	main-news	headlines	2015	0905	2.80	What the Papers Say, 20 Kasım 2013	What the Papers Say, 10 Ekim 2013
train	main-news	headlines	2015	0908	4.20	Amazon, video akışı için yeni cihazı piyasaya sürdü	Amazon, yeni Fire TV akış video kutusunu tanıttı
train	main-news	headlines	2015	0909	0.00	Filistin Devlet Başkanı, Ürdün Dışişleri Bakanı'nı Kabul Etti	Filistinli genç kızlara cinsel tacizde bulunduğu için tutuklandı
train	main-news	headlines	2015	0913	0.20	Obama yeni ulaşım sekreterini aday gösterdi	Obama Savaş Görmüş Gaziler Sekreteri ile Buluşacak
train	main-news	headlines	2015	0914	1.60	Çin yuanı, ABD doları karşısında 6.1059'a geriledi	Çin yuanı Cuma günü USD karşısında 6.1070'e yükseldi
train	main-news	headlines	2015	0917	0.20	Kemer sıkma müzayedesi için Fransız baskını şarap mahzeni	ABD, Ukrayna anlaşmasını övdü; somut eylem çağrıları
train	main-news	headlines	2015	0919	1.40	ABD ve Rusya, Suriye'deki kimyasal silahların ele geçirilmesi konusunda anlaştı	Suriyeli isyancılar kimyasal silah anlaşmasına şüpheyle bakıyor
train	main-news	headlines	2015	0923	1.40	Güney Kore milletvekilleri Kaesong kompleksini ziyaret edecek	Güney Kore, kapalı fabrika için Kuzey Kore ile görüşme talep ediyor
train	main-news	headlines	2015	0925	0.00	Cezayirli rahip Kuzey Afrika'daki Hristiyan mirası hakkında konferans verecek	Telstra, New York'taki Çin sitesini listelemek için geçerlidir
train	main-news	headlines	2015	0926	3.00	5 Nisan'da büyük İran gazetelerinde manşetler	18 Ağustos'ta büyük İran gazetelerinde manşetler
train	main-news	headlines	2015	0927	0.60	Filistin uzlaşmasının sonuçları	Belçika kralı tahttan çekilme spekülasyonları arasında ulusa hitap edecek
train	main-news	headlines	2015	0929	3.00	Uçak Cenevre Havalimanı'na iniş yaptıktan sonra korsan tutuklandı	Kaçırılan uçak Cenevre'ye indi
train	main-news	headlines	2015	0930	5.00	PCB, Waqar Younis'i baş antrenör olarak atadı	Waqar Younis Pakistan koçu olarak geri döndü
train	main-news	headlines	2015	0931	2.40	ABD, Suriye'ye karşı dava açtı	Suudi, İsrail'in Suriye'ye Grevlerine Karşı BM Hareketi Çağrısı
train	main-news	headlines	2015	0934	1.80	Ankara'daki protestocular polisle çatıştı	Peru'daki protestocular polisle çatıştı
train	main-news	headlines	2015	0937	2.20	Irak'taki şiddetli saldırılarda 49 ölü, 148 yaralı	Irak'ta yeni saldırılarda 15 ölü, 90 yaralı
train	main-news	headlines	2015	0940	0.40	Porto Rikolu çocuk pornografisi ürettiği için tutuklandı	Hintli guru tecavüz şüphesiyle tutuklandı
train	main-news	headlines	2015	0941	2.00	Rusya, Kırım ilhakını tamamlarken Ukrayna AB ticaret anlaşması imzaladı	Ukrayna'nın en yüksek mahkemesi, Kırım'ın bağımsızlığını "anayasaya aykırı" olarak nitelendirdi
train	main-news	headlines	2015	0948	1.00	Esad, Suriyeli isyancıları desteklemenin 'ağır bedeli' konusunda Türkiye'yi uyardı	Kabine, Suriyeli isyancıları silahlandırmak için savaşıyor
train	main-news	headlines	2015	0950	1.80	Hindistan hisse senetleri düşüşle kapandı	Hong Kong hisseleri% 2,33 yükseldi
train	main-news	headlines	2015	0952	2.80	Irak'taki şiddetli saldırılarda 19 ölü, 42 yaralı	Irak'taki saldırılarda 43 ölü, 86 yaralı
train	main-news	headlines	2015	0953	3.80	Hintli tecavüz suçlamasıyla yüz yüze görüşüldü	Hintli tecavüz suçlusu suçlu bulundu
train	main-news	headlines	2015	0957	3.60	İran nükleer anlaşması görüşmelerde kabul edildi	İran Nükleer Anlaşması On Yıllardır Süren Anlaşmazlığın Ardından İmzalandı
train	main-news	headlines	2015	0958	0.00	Mısır askeri sözcüsü orduya yönelik kışkırtmayı kınadı	Çalışma bakanlığının duyurusu Pazartesi günü yapılacak
train	main-news	headlines	2015	0959	5.00	Snowden, ABD'nin adil yargılanması için 'şansın olmadığını' düşünüyor	Snowden, ABD'de adil yargılanma şansının olmadığını düşünüyor
train	main-news	headlines	2015	0960	2.20	30 Aralık'ta önemli İran gazetelerinde manşetler	6 Temmuz'da büyük İran gazetelerinde manşetler
train	main-news	headlines	2015	0961	0.20	Connecticut tren çarpışmasında düzinelerce yaralı	Hindistan bakanı kafa kafaya çarpışmada öldürüldü
train	main-news	headlines	2015	0965	5.00	Kraliçe Britanya'nın yeni prensini ziyaret ediyor	Kraliçe Britanya'nın yeni bebek prensiyle tanışıyor
train	main-news	headlines	2015	0970	1.00	Ukrayna: Parlamento Protestolarında Üç Kişi Öldü	Ukrayna Cumhurbaşkanı Protestoları Sonlandırmak İçin Görüşmelerde Bulundu
train	main-news	headlines	2015	0972	4.40	NC adil kazasında suçlanan sürücü operatörü	NC State Fair yolculuk operatörü kazadan sonra tutuklandı
train	main-news	headlines	2015	0977	3.60	Transkript, Güney Kore feribotunun tahliyesi konusunda kafa karışıklığını ortaya koyuyor	Transkript, Feribot Tahliyesi Konusunda Karışıklık Ortaya Çıkardı
train	main-news	headlines	2015	0978	0.20	Düşen ABD itfaiyecileri eve getirdi	Wall Street biraz daha aşağıda bitiyor
train	main-news	headlines	2015	0980	4.80	Suriye Rejimi Barış Konferansına Katılmayı Kabul Etti	Rusya: Suriye Konferansa Katılmayı Kabul Etti
train	main-news	headlines	2015	0982	3.40	Birleşik Krallık oylaması askeri harekatı reddediyor	İngiltere Suriye askeri harekatını reddetti
train	main-news	headlines	2015	0983	4.40	Yeni Zelanda eşcinsel evliliği yasallaştırmaya hazır	Yeni Zelanda eşcinsel evliliği yasallaştırmak için oy kullandı
train	main-news	headlines	2015	0985	3.00	Singapur hisseleri yüzde 0,37 değer kazandı	Singapur piyasaları yüzde 0,41 yükseldi
train	main-news	headlines	2015	0987	1.80	Venezuela cumhurbaşkanı Çin'i ziyaret edecek	Senegalli cumhurbaşkanı Çin'i ziyaret edecek
train	main-news	headlines	2015	0989	3.60	Kahire protestocuları baskı tehdidine meydan okuyor	Kahire Kamplarında Protestocular Kazıyor ve Yaşıyor
train	main-news	headlines	2015	0990	3.00	Eksik uçak araması Vietnam adalarına dönüyor	Malezya Havayolları uçağı Vietnam'da düştü
train	main-news	headlines	2015	0993	1.00	Malezya Havayolları yetkilisi, kayıp uçuş yolcularının yakınlarına arama ilerlemesi hakkında bilgi verdi	Malezya Havayolları kayıp uçuşla ilgili yardımcı pilotu araştırıyor
train	main-news	headlines	2015	0994	2.20	Yıldızlar Cory Monteith'i anıyor	Yıldızlar James Garner'a saygılarını sunar
train	main-news	headlines	2015	0997	5.00	Los Angeles havaalanı çalışanı 11 Eylül tehdidinde bulunmakla suçlandı	Los Angeles havaalanı çalışanı 11 Eylül'den fazla tehditle suçlandı
train	main-news	headlines	2015	1000	2.20	Notun Okunması Gereken Kitaplar 24 Mayıs 2013 Cuma	Notun Okunması Gerekenler 23 Ağustos 2013 Cuma
train	main-news	headlines	2015	1004	4.80	Cristiano Ronaldo hat-trick yaptı Portekiz'den 2014 Dünya Kupası finallerine	Ronaldo hat-trick, Portekiz'i Dünya Kupası'na gönderiyor
train	main-news	headlines	2015	1010	3.00	İngiltere Prensi Philip 'keşif' ameliyatı için hazırlanıyor	İngiltere Prensi Philip hastaneye kaldırıldı
train	main-news	headlines	2015	1011	3.60	Japonya satış vergisini duymaya başladı, eski banka yardımcısı kademeli artış çağrısı	Japonya, önerilen vergi artışıyla ilgili duruşmalara başladı
train	main-news	headlines	2015	1013	1.00	Üç bombalı saldırı, biri sivili altı askeri öldürdü	Güney Tayland'da okul bombalı saldırıda iki kişi öldü
train	main-news	headlines	2015	1016	3.80	İtalyan hacılar otobüse dalırken ölüyor	İtalya otobüsüne daldı
train	main-news	headlines	2015	1024	5.00	Güçlü yeni deprem Pak bölgesini paramparça etti	Güçlü yeni deprem Pakistan bölgesini paramparça etti
train	main-news	headlines	2015	1025	4.60	Suriye muhalefeti Ramazan boyunca Humus'ta Esad'a ateşkes teklif etti	Suriyeli muhalefet, Esad güçlerine Ramazan süresince ateşkes teklifinde bulundu
train	main-news	headlines	2015	1028	2.20	Somali saldırılarında en az 20 ölü	Irak hapishane saldırısında en az 60 kişi öldü
train	main-news	headlines	2015	1029	4.60	Westgate alışveriş merkezi saldırganları Nairobi'de dört ay planlama yaptı	Westgate saldırganları Nairobi'de dört ay planlama yaptı
train	main-news	headlines	2015	1030	4.80	BM Güvenlik Konseyi, Gazze'de insani ateşkes çağrısı yaptı	BM Güvenlik Konseyi, Gazze'de Koşulsuz Ateşkes Çağrısında Bulundu
train	main-news	headlines	2015	1032	2.00	Japonya'nın Honshu kentinde 6,3 büyüklüğünde deprem vuruldu: CENC	Tayvan'ı 6,7 büyüklüğünde deprem sarsıyor: CENC
train	main-news	headlines	2015	1033	2.20	Çin hisseleri Salı günü yükselişle kapandı	Çin hisseleri Çarşamba günü düşüşle kapandı
train	main-news	headlines	2015	1034	2.40	Araba Bombaları Irak'ın Başkentinde 58 Kişi Öldürdü	Irak'ın başkentinde bombalama olayları 13 sivili öldürdü
train	main-news	headlines	2015	1036	2.60	Ukraynalı protestocular hükümet karşıtı miting için sokaklara döndü	Ukrayna protestocuları Kiev'deki Lenin heykelini devirdi
train	main-news	headlines	2015	1038	2.20	Kanadalı yük treni patlama ölü sayısı üçe ulaştı, yükselişte	Kanada hükümeti tren patlaması durumunu 'izliyor'
train	main-news	headlines	2015	1043	2.40	Nigel Farage, Hükümeti Suriyeli mültecilerin İngiltere'ye girmesine izin vermeye çağırıyor	Suriyeli mültecileri İngiltere'ye yerleştirmek için 'plan yok'
train	main-news	headlines	2015	1045	0.20	İsrailli Peres barış görüşmelerine geri dönme çağrısı yapıyor	Gonsalves, Dom Rep üzerindeki baskıyı sürdürüyor
train	main-news	headlines	2015	1050	1.80	Çin yuanı Salı günü USD karşısında 6.1184'e yükseldi	Çin yuanı ABD doları karşısında 6,1510'a geriledi
train	main-news	headlines	2015	1054	1.60	Radyo: İsrail, Filistinli mahkumların serbest bırakılmasını artırmaya hazırlanıyor	ABD: İsrail, Filistinli mahkumların tahliyesini erteleyecek
train	main-news	headlines	2015	1055	2.40	Mursi'nin destekçileri planı reddediyor	Mursi taraftarları Mısır'da yürüyor
train	main-news	headlines	2015	1057	0.20	Mısır mahkemesi 10 Kardeşler taraftarını ölüme mahkum etti - Kaynaklar	Başbakan, destekçilerine mitinglere hazırlanmalarını söyledi
train	main-news	headlines	2015	1058	1.40	Obama 3 İsrailli gencin öldürülmesini kınadı	Batı Şeria'da kayıp İsrailli gençlerin cesetleri bulundu
train	main-news	headlines	2015	1062	0.00	Londra sokağında askerler kafasını kesmeye çalıştı, mahkeme duydu	Avustralya, Endonezya başkanına casusluk yaptı: raporlar
train	main-news	headlines	2015	1066	3.40	Ukrayna protestocuları barikatları yeniden inşa etti	Putin Ukrayna hakkında konuşuyor, protestocular barikatları yeniden inşa ediyor
train	main-news	headlines	2015	1068	2.40	Mel Smith 60 yaşında öldü ve UK komedi favorilerinden birinin yasını tutuyor	Griff Rhys Jones: Mel Smith 'yaşam için bir güçtü'
train	main-news	headlines	2015	1069	1.60	New York binaları çökerken üç ölü, 63 kişi yaralandı	Fransız binasının çökmesinde iki ölü, dokuz yaralı
train	main-news	headlines	2015	1070	1.60	Çin hisseleri Salı günü yükselişle kapandı	Çin hisse senetleri Perşembe günü düşüşle kapandı
train	main-news	headlines	2015	1073	3.00	Çini Mürekkebi: Günün Resmi: 2 Temmuz	Çini Mürekkebi: Günün Resmi: 4 Mart
train	main-news	headlines	2015	1079	3.60	Asyalı Müslümanlar bayram bayramını Afganistan'da öldürülen 14 kişi olarak kutluyor	Pakistan ve Afganistan'da Asya Müslümanları Ramazan Bayramı'nı 52 ölü olarak kutladı
train	main-news	headlines	2015	1088	0.40	Rus kömür madenleri Çin'de yeni çıkışlar arıyor	Rusya dışişleri bakanı BM başkanıyla görüşecek
train	main-news	headlines	2015	1091	1.40	Ukrayna'nın Rusya yanlısı protestocular daha fazla özerklik talep ediyor	Sudanlı protestocular rejimin devrilmesini talep ediyor
train	main-news	headlines	2015	1092	3.20	Irak ordusu Tikrit'i geri almak için savaşıyor	Irak ordusu Tikrit'te zafer iddia ediyor
train	main-news	headlines	2015	1093	1.20	İran, İsrail'in Suriye'ye yönelik hava saldırısını kınadı	Demokratlar Suriye'ye Grevde Bölünüyor
train	main-news	headlines	2015	1094	2.60	İsrail, Gazze ateşkesini dört saat uzatmayı kabul etti	İsrail ve Hamas'ın 12 saatlik ateşkesi kabul ettiği bildirildi
train	main-news	headlines	2015	1097	3.20	Güney Kore otobüs terminalinde çıkan yangında 5 kişi öldü	Güney Kore otobüs istasyonunda yangında yedi kişi öldü
train	main-news	headlines	2015	1104	3.40	Afganistan'da dört sivil, üç NATO askeri öldürüldü	Afganistan'da üç NATO askeri öldürüldü
train	main-news	headlines	2015	1110	1.60	Protestocular devrimi geri kazanmak için sokakları batırdı	Mısır: Protestocular Müslüman Kardeşler'in karargahına saldırıyor
train	main-news	headlines	2015	1111	2.80	Tokyo hisseleri% 0,24 değer kaybetti	Tokyo hisseleri% 0,52 değer kazandı
train	main-news	headlines	2015	1112	4.60	Avustralya, sığınmacıları deniz transferiyle Sri Lanka'ya geri gönderdi	Avustralya: Avustralya sığınmacıları Sri Lanka'ya geri gönderdi
train	main-news	headlines	2015	1114	0.20	Shankill patlama kurbanları hatırlanacak	Timsah kurbanının vücudu kurtarıldı
train	main-news	headlines	2015	1117	1.40	Nijerya'da çift patlamada 118 kişi öldü	Rusya'daki yeni patlamada on kişi öldü
train	main-news	headlines	2015	1120	4.40	Glee yıldızı Cory Monteith Kanada'da otel odasında ölü bulundu	Glee yıldızı Cory Monteith ölü bulundu
train	main-news	headlines	2015	1124	0.40	Yolanda'nın ölü sayısı 3.621'e yükseldi	Kenya Kızılhaçı, ölü sayısının 68'e yükseldiğini söyledi
train	main-news	headlines	2015	1125	1.80	Tokyo hisseleri 0.13 adet değer kazandı	Tokyo hisseleri 0,75 adet düşüşle kapandı
train	main-news	headlines	2015	1130	3.60	İran yeni nükleer müzakerelere hazır olduğunu söyledi	İran'ın Hamaney'in nükleer müzakerelere verdiği desteği tazeledi
train	main-news	headlines	2015	1131	4.40	Türkiye'de polis ve protestocular arasında çatışmalar sürüyor	Türk polisi protestocularla savaşıyor
train	main-news	headlines	2015	1132	1.20	Reddedilen sağlık kartları HSE ile iletişime geçmeye çağırıldı	SEÇ patronu tıbbi kart planını savunuyor
train	main-news	headlines	2015	1133	0.00	Batı Çin'de dünyanın en büyük binası açıldı	İtalya'nın merkez-sol cumhurbaşkanlığı seçimlerinde paramparça oldu
train	main-news	headlines	2015	1137	1.20	İsrail Batı Şeria'daki taşlarla hafifçe yaralandı	İsrail askerleri Batı Şeria baskınında Filistinlileri öldürdü
train	main-news	headlines	2015	1138	3.20	Mısır protestolarından ölü sayısı 49'a yükseldi	Mısır'daki şiddetten kaynaklanan ölü sayısı 638'e yükseldi
train	main-news	headlines	2015	1142	3.00	Suriye muhalefeti dönüm noktası niteliğindeki barış görüşmelerini kabul etti	Suriye muhalefeti görüşmelere katılmak için baskı yaptı
train	main-news	headlines	2015	1145	0.00	Yoksulluk istatistikleri, Modi'nin kalkınma iddialarından şüphe duyuyor	GM 1 Ağustos'ta geri çağırma tazminatı talepleri almaya başlayacak
train	main-news	headlines	2015	1146	0.00	Rusya yanlısı isyancılar Ukrayna'da oy verecek	Suriyeli isyancılar: Lübnan'da Hizbullah erkeklerini öldürdük
train	main-news	headlines	2015	1147	2.60	Gürcüler yeni cumhurbaşkanı için oy kullandı	Ally of Georgia'nın milyarder başbakanı başkan olacak - anketlerden çık
train	main-news	headlines	2015	1149	4.20	ABD'de bulunan MERS solunum hastalığı, yetkililer doğruladı	Kuzey Amerika'da bildirilen SARS benzeri bir solunum hastalığı olan ilk MERS vakası
train	main-news	headlines	2015	1152	4.80	AB, Hizbullah'ın askeri kanadı terör grubu ilan etti	AB, Hizbullah askeri kanadını terör listesine koydu
train	main-news	headlines	2015	1156	1.80	Almanya, İran nükleer anlaşmasını memnuniyetle karşılıyor	Suriye, İran'ın nükleer anlaşmasını memnuniyetle karşılıyor
train	main-news	headlines	2015	1158	2.20	Gazeteler Ne Diyor, 25 Haziran 2013	What the Papers Say, 19 Ağustos 2013
train	main-news	headlines	2015	1160	4.80	Pakistan'da silahlı kişiler dokuz yabancıyı öldürdü	Pakistan'da silahlı kişiler dokuz turisti öldürdü
train	main-news	headlines	2015	1163	1.80	Çin'de mahsur kalan 2 Hintli tüccar ülkelerine geri gönderildi	46 Hintli hemşire Irak'ta mahsur kaldı
train	main-news	headlines	2015	1166	3.60	California valisi kuraklık acil ilan etti	Kaliforniya valisi orman yangınları yanmaya devam ederken kuraklık acil durumu ilan etti
train	main-news	headlines	2015	1167	0.40	Filistinlilerle barış görüşmeleri aylar sürer: İsrail yetkilisi	İsrail saldırısında 3 yaşındaki Filistinli kız öldürüldü
train	main-news	headlines	2015	1168	0.60	17:02 Irak bombardımanlarında 23 kişi öldü	Suriye bombalamalarında 11 çocuk öldü
train	main-news	headlines	2015	1170	1.20	Bombay'daki son bina çöküşünde iki ölü daha sıkıştı	ABD binası çökerken ikisi tuzağa düştü
train	main-news	headlines	2015	1171	0.00	Suriye'nin kuzeyinde hava saldırıları düzinelerce kişiyi öldürdü	Ukrayna, Kırım'a 'karışmayacak'
train	main-news	headlines	2015	1174	1.40	Malezya'dan Çinli turist kaçırıldı	Çin, Vietnam'dan kaçırılan 10 çocuğu iade etti
train	main-news	headlines	2015	1178	2.20	BM müfettişleri Suriye'deki kimyasal silahlarla ilgili ilerlemeyi selamladı	ABD, Suriye'nin kimyasal silah kullandığı sonucuna varmadı-White House
train	main-news	headlines	2015	1182	0.00	Nigel Farage'ye protesto sonrası iki kişi tutuklandı	Kerry son yoğun Orta Doğu gezisinin ardından ilerleme sözü verdi
train	main-news	headlines	2015	1184	2.40	Silahlı kişiler 15 Libya askerini öldürdü	Silahlı kişiler Suriye yakınlarında 3 Lübnan askerini öldürdü
train	main-news	headlines	2015	1185	4.40	Resimler Costa Concordia operasyonunun tamamlandığını gösteriyor	Costa Concordia operasyonunun Timelapse
train	main-news	headlines	2015	1186	5.00	İran Nükleer Müzakereleri Üçüncü Güne Giriyor	İran nükleer görüşmeleri kritik üçüncü güne girdi
train	main-news	headlines	2015	1190	5.00	Protestocular tavizlere rağmen Brezilya'da toplandı	Protestolar imtiyaza rağmen Brezilya'yı kasıp kavuruyor
train	main-news	headlines	2015	1195	4.60	Avustralya Başbakanı Kevin Rudd 7 Eylül seçim çağrısında bulundu	Avustralya Başbakanı Rudd, 7 Eylül anketini aradı
train	main-news	headlines	2015	1198	3.00	İran nükleer görüşmelerinin bu hafta yeniden başlaması bekleniyor	Birleşik Krallık: İran nükleer görüşmeleri ciddi bir noktada
train	main-news	headlines	2015	1202	2.20	Tayland seçim arifesinde Bangkok gerginliği	Bangladeş: Baskılar Seçim Öncesinde Yükseliyor
train	main-news	headlines	2015	1206	0.00	Çin "yabancı işletmelerin çıkarlarını koruyacak"	Obama, Putin ile Ukrayna'da ‚Äėdirect‚Äô çatışmasında
train	main-news	headlines	2015	1210	5.00	DC, Esrarın Suç olmaktan Çıkarılmasına Yönelik Oylar	DC potu suç olmaktan çıkarmak için oy kullandı
train	main-news	headlines	2015	1211	0.00	Avustralya açıklarında sığınma teknesi olarak birçok ölü	Mandela üçüncü gününü hastanede geçirdi
train	main-news	headlines	2015	1214	2.60	Kuzey Koreli Kim, güçlü amcanın infazını selamladı	Kuzey Kore entrikası: Gücün icrası
train	main-news	headlines	2015	1216	4.20	Margaret Thatcher felçten sonra öldü	Margaret Thatcher 87 yaşında öldü
train	main-news	headlines	2015	1217	2.40	Çin cumhurbaşkanı devlet ziyareti, nükleer zirve için Hollanda'ya geldi	Çin cumhurbaşkanı devlet ziyareti için Venezuela'ya geldi
train	main-news	headlines	2015	1219	2.40	İsrail barış görüşmelerine yeni darbede Filistinlilere yaptırım uyguladı	İsrail, barış görüşmelerini yeniden canlandırma anlaşmasının bir parçası olarak Filistinli tutukluları serbest bırakacak
train	main-news	headlines	2015	1220	4.80	İngiltere Sky News kameramanı Mısır'da öldürüldü	Sky News Kameramanı Mısır'da Öldürüldü
train	main-news	headlines	2015	1224	4.40	Erken ticarette hisse senetleri yükseliyor	Erken ticarette hisse senetleri inç yükseldi
train	main-news	headlines	2015	1225	1.40	FBI ses uzmanı Zimmerman davasında ifade verdi	Zimmerman'ın duruşmasında jüri seçimi başlıyor
train	main-news	headlines	2015	1227	4.40	İran nükleer görüşmeleri Kasım ayına kadar uzatılacak	İran nükleer görüşmeleri 24 Kasım'a kadar uzatıldı
train	main-news	headlines	2015	1232	1.20	Boston şüphelisinin mahkemeye çıkması	Boston bombalama zanlısı gömüldü
train	main-news	headlines	2015	1234	3.20	Hindistan'da ölü sayısı 42'ye ulaştı	Hindistan'daki bina çökmesi 25'i vurdu
train	main-news	headlines	2015	1238	0.40	Obama ikiz üretim merkezlerinin kurulduğunu duyurdu	ABD hisse senetleri üretim verilerinde geriledi
train	main-news	headlines	2015	1239	4.80	Beşi terör suçlarıyla suçlandı	Terör Suçlarıyla Suçlanan Beş Kişi
train	main-news	headlines	2015	1240	0.80	Başkan Obama, 2016 yılına kadar Afganistan'dan asker çekme planlarını açıkladı	ABD Hükümetinin Kapatılması: Obama, Cumhuriyetçilere eğer görüşmek istiyorlarsa ABD ekonomisine yönelik tehdidi kaldırmalarını söyledi
train	main-news	headlines	2015	1241	2.60	ABD ve NATO Şüphelerini Yükseltti Rusya Ukrayna Sınırından Geri Çekildi	Yetkili, Rusya'nın Ukrayna Sınırından Çekildiğine Dair Bir İşaret Yok
train	main-news	headlines	2015	1246	3.40	FTSE Bursa Malezya güncellemesi: 11:30	FTSE Bursa Malezya güncellemesi: 15:00
train	main-news	headlines	2015	1253	2.80	Glasgow Helikopter Kazası Araması Sona Erdi	Glasgow Helikopter Kazası: Kadın PC Mağdur
train	main-news	headlines	2015	1261	3.20	Haberdeki Alıntılar	Günün Özlü Sözleri
train	main-news	headlines	2015	1264	1.80	Philip 11 gün sonra hastaneden ayrılıyor	Mandela 10 gün sonra hastaneden ayrılıyor
train	main-news	headlines	2015	1265	4.60	Kemik parçası 'Kral Alfred olabilir'	Winchester'daki kalıntılar Büyük Kral Alfred olabilir
train	main-news	headlines	2015	1266	3.80	İsrail ikinci grup Filistinli tutsağı serbest bıraktı	İsrail 26 Filistinli mahkumu serbest bıraktı
train	main-news	headlines	2015	1269	3.80	ABD atlama sırasında çarpışan iki paraşütçü öldü	Arizona'da atlama sırasında çarpışan iki paraşütçü öldü
train	main-news	headlines	2015	1273	3.80	'Iron Man' jetpack'leri Hawaii'de endişelere yol açtı	'Iron Man' Jetpack Endişeleri Kıvılcım
train	main-news	headlines	2015	1274	4.60	İsrail Filistinli tutukluları serbest bıraktı	İsrail 26 Filistinli mahkumu serbest bıraktı
train	main-news	headlines	2015	1275	2.60	Fransa Suriye'de 'Sorumlulukları Kaçırmayacak' Dedi	Fransa AB'yi Suriye konusunda birleşmeye çağırıyor
train	main-news	headlines	2015	1276	3.40	Gözetim videolarında Boston bombalama zanlısı tespit edildi, tutuklama yok	Boston bombalama zanlısının FBI gözetimi altında olduğunu söyledi anne
train	main-news	headlines	2015	1279	3.20	Çin'in Kuzey Kore'ye olan öfkesi ABD endişesinin üstesinden geldi	Çin'in Kuzey Kore'ye olan öfkesi, ABD'nin gizli uçuşlarıyla ilgili endişelerin üstesinden geldi
train	main-news	headlines	2015	1283	2.20	Çin yuanı, USD karşısında yeni zirveye yükseldi	Çin yuanı, ABD doları karşısında 6,1705'e geriledi
train	main-news	headlines	2015	1285	3.20	Belfast'ta genç vurulduktan sonra tutulan adam	40 yaşındaki adam vurulduktan sonra tutuklandı
train	main-news	headlines	2015	1288	1.20	Polis Maldivler'de cumhurbaşkanlığı seçimini durdurdu	Keita Mali Başkanlık Seçimlerini Kazandı
train	main-news	headlines	2015	1290	3.60	Hindistan ordusu Hindistan kontrolündeki Keşmir'de 3 militanı öldürdü	Hintli birlikler Hindistan kontrolündeki Keşmir'de militan komutanı öldürdü
train	main-news	headlines	2015	1294	1.20	Suriye'nin kuzeybatısında bombalı araç 20 kişiyi öldürdü	Pakistan'ın kuzeybatısında bombalı araç 40 kişiyi öldürdü
train	main-news	headlines	2015	1297	0.40	İran, doğu komşularıyla petrol takasını artırdı	İran diplomatın acilen serbest bırakılması çağrısında bulundu
train	main-news	headlines	2015	1298	0.00	Türkiye cumhurbaşkanı sükunete başvurdu	Teksas evi geçici olarak kürtaj yasasını onayladı
train	main-news	headlines	2015	1299	2.80	Kuzey Kore testi denize 30 füze fırlattı	Kuzey Kore denize '100 mermi' ateşledi
train	main-news	headlines	2015	1301	2.20	Co Donegal evinde çıkan yangında adam öldü	Co Cork'taki evde çıkan yangında kadın öldü
