genre	dataset	year	sid	score	sentence1	sentence2
main-news	MSRpar	2012test	0381	2.600	23 Nisan'da istifa ettiğini açıklayan Ron Dittemore'un yerini alacak.	Dittemore 23 Nisan'da istifa planlarını açıkladı.
main-news	MSRpar	2012test	0382	4.571	Selenski daha önce bir banka soygunu suçundan yedi yıl hapis yatmıştı.	Selenski banka soygunundan yaklaşık yedi yıl hapis yattı.
main-news	MSRpar	2012test	0383	3.400	Virginia Carnes, 87 yaşındaki Maddox'un, yaklaşık 10 gün önce bağırsak ameliyatı geçirdiği yardımlı bir yaşam evinde düştüğünde iki kaburga kemiğini kırdığını söyledi.	1983'ten beri kanserle savaşan Maddox, bu ayın başlarında ameliyattan çıktığı yardımlı bir yaşam evinde düştüğünde iki kaburga kemiğini kırdı.
main-news	MSRpar	2012test	0384	2.250	Başkan adayı Graham, birkaç Cumhuriyetçi tarafından raporu '' siyasallaştırdığı '' gerekçesiyle eleştirildi.	Soruşturmaya eş başkanlık eden Graham, bir cumhurbaşkanı adayı.
main-news	MSRpar	2012test	0385	3.500	2002 yılında Linksys, Cisco Systems'ı gelirin yüzde 14,1'ini oluşturarak lider kablosuz ekipman satıcısı olarak geçti.	Rolfe, Linksys'in lider WLAN ekipmanı tedarikçisi olarak geçen yıl Cisco Systems'ı geçtiğini söyledi.
main-news	MSRpar	2012test	0386	2.750	Arka arkaya üç yıl boyunca eyalet hedeflerine ulaşamayan okullar, transferlere ek olarak özel ders vermelidir.	Arka arkaya iki yıl boyunca test hedeflerini karşılamayan okullar transfer sunmalıdır.
main-news	MSRpar	2012test	0387	4.750	İlaçla oynamak o kadar kazançlı oldu ki tutuklananların çoğu milyon dolarlık evlerde yaşıyordu.	Araştırmacılar, şüphelilerin çoğunun milyon dolarlık evlerde yaşadığını söylediler.
main-news	MSRpar	2012test	0390	4.500	Bay Howard, Hicks'in yargılanabileceği sisteme de inandığını söyledi.	Howard ayrıca dün ABD adalet sistemine inandığını söyleyerek Hicks'e adil davranılacağını söyledi.
main-news	MSRpar	2012test	0392	3.167	Pinal County Şerifi Roger Vanderpool, bir minibüsteki kaçakçıların bir kamyoneti ve diğer kaçakçıları ve yasadışı göçmenleri taşıyan bir SUV'yi kovaladığını söyledi.	Pinal County Şerifi Roger Vanderpool, bir minibüsteki insanların bir kamyonete ateş açtığını ve yasadışı göçmenleri taşıdığına inanılan bir SUV olduğunu söyledi.
main-news	MSRpar	2012test	0393	4.500	125 tanığın yer aldığı dava 2004 yılı başına kadar devam edebilir.	2004 yılının başlarına kadar sürebilecek duruşmada 125 tanığın ilkinin Cuma günü dinlenmesi bekleniyor.
main-news	MSRpar	2012test	0394	4.750	Bilgisayarların ABD, Kanada ve Güney Kore'de bulunduğu bildirildi.	Bilgisayarlar Amerika Birleşik Devletleri, Kanada ve Güney Kore'ye dağılmış durumda.
main-news	MSRpar	2012test	0395	2.750	Güvenlik açığı, Windows NT 4.0, NT 4.0 Terminal Services Edition, XP ve 2000 ile Windows Server 2003'ü etkiler.	Microsoft, güvenlik açığı için Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP ve Windows Server 2003'ü etkileyen bir yama yayınladı.
main-news	MSRpar	2012test	0396	3.200	Ek katkı, bu yıl Kuzey Kore'ye toplam ABD gıda yardımını 100.000 tona çıkarıyor.	60.000 tonluk bağış, yıllık toplam ABD katkısını 100.000'e çıkarıyor.
main-news	MSRpar	2012test	0397	2.600	Avrupa Birliği 1998'de genetiği değiştirilmiş gıda ithalatını yasakladı; Amerika Birleşik Devletleri şimdi AB'nin yasağına son vermesini talep ediyor.	Sendika, birçok tüketicinin sağlık risklerinden korkması üzerine 1998 yılında genetiği değiştirilmiş gıda ithalatını yasakladı.
main-news	MSRpar	2012test	0398	4.400	Vanderpool'un önümüzdeki beş yıl içinde piyasaya çıkacağını öngördü.	Vanderpool içeren ürünler beş yıl içinde piyasaya sürülecek dedi.
main-news	MSRpar	2012test	0399	3.000	Annika Sorenstam, bu hafta McDonald's LPGA Şampiyonasında bu hedefi test etmek için ilk fırsatını elde etti.	Meze yiyip bitiren Annika Sorenstam, bu hafta McDonald's LPGA Şampiyonası'nda girişe geçiyor.
main-news	MSRpar	2012test	0400	0.944	Daha geniş olan Standard & Poor's 500 Endeksi .SPX, 924'te 3 puan veya yüzde 0,39 kazandı.	Teknoloji bağlantılı Nasdaq Bileşik Endeksi <.IXIC> 6 puan veya yüzde 0,41 artarak 1.498'e yükseldi.
main-news	MSRpar	2012test	0404	4.000	Cisco, AT&T Corp. TN, SBC Communications Inc. SBC.N ve Sprint Corp. FON.N ile benzer anlaşmalar imzaladı.	Cisco'nun BellSouth rakipleri SBC Communications, AT&T ve Sprint Communications ile benzer ilişkileri vardır.
main-news	MSRpar	2012test	0406	3.800	Harris ve Klebold, 20 Nisan 1999'da kendi hayatlarını almadan önce 12 öğrenci ve bir öğretmeni öldürdü.	Harris ve Klebold, okulda 12 öğrenciyi, bir öğretmeni ve kendilerini öldürdü.
main-news	MSRpar	2012test	0407	4.200	Mukteda El Sadr bir camide verdiği vaazda, "ABD başkanlığındaki Yönetim Konseyi'ni kınıyoruz." Dedi.	Mukteda El Sadr, "ABD başkanlığındaki Yönetim Konseyini kınıyor ve suçluyoruz." Dedi.
main-news	MSRpar	2012test	0409	4.200	28 Çeçen sivil toplum örgütü Cuma günü dağıtılan açıklamada, oylamayı boykot edeceklerini açıkladı.	Bugün yayınlanan bir açıklamada, 28 Çeçen sivil toplum örgütü oylamayı boykot edeceklerini söyledi ve seçmenleri sahtekarlık beklemeleri konusunda uyardı.
main-news	MSRpar	2012test	0410	2.600	ABD nüfus sayımına göre eyaletin nüfusu 2000 yılında 6.080.485 idi.	1960 ve 2000 arasında eyalet nüfusu yüzde 30,4 artarak 6,080,485'e yükseldi.
main-news	MSRpar	2012test	0411	3.056	18 Temmuz: Hurlbert, Bryant'a karşı tek bir ağır cinsel saldırı davası açtı.	24 yaşındaki Bryant, ağır cinsel tacizle suçlanıyor.
main-news	MSRpar	2012test	0412	4.750	St. Paul Yönetim Kurulu Başkanı ve İcra Kurulu Başkanı Jay S. Fishman, birleşik şirketin CEO'su olacak.	St Paul başkanı ve CEO'su 51 yaşındaki Jay Fishman, birleşik şirketin genel müdürü olacak.
main-news	MSRpar	2012test	0414	3.250	Bunun yerine Weida, Meester'in tecavüz, sodomi, uygunsuz saldırı ve küçüklere alkol sağlama suçlamalarıyla ilgili davasının askeri mahkemeye götürülmesi gerektiğine karar verdi.	20 yaşındaki Douglas Meester tecavüz, cinsel ilişki, uygunsuz saldırı ve küçüklere alkol vermekle suçlanıyor.
main-news	MSRpar	2012test	0416	3.400	Dallas merkezli Southwest yaptığı açıklamada, Houston'da başka bir uçakta benzer bir keşif yaptıklarını söyledi.	Havayolu, benzer bir keşfin Houston'daki uçakta yapıldığını söyledi.
main-news	MSRpar	2012test	0417	3.750	Rosenthal Salı günü Garrett durumuyla ilgili yorumu reddetti ancak yaptığı açıklamada şunları söyledi: "Büyük bir sözleşme görüşmemiz vardı.	Şovun yaratıcısı ve yönetici yapımcısı Phil Rosenthal bir açıklamada şunları söyledi: "Büyük bir sözleşme görüşmemiz vardı.
main-news	MSRpar	2012test	0418	2.600	Güç tekrar açıldığında, devlet işçileri Cuma sabahı işlerine geri döndü.	Pataki, iktidar geri gelirse devlet işçilerinin Cuma sabahı işe geri döneceğini söyledi.
main-news	MSRpar	2012test	0420	2.400	Nasdaq, yedi aylık galibiyet serisi yakalayarak, ay için yaklaşık% 1.3 düştü.	Nasdaq, 7 aylık bir galibiyet serisini yakalama yolunda ayda yaklaşık% 0,4 düşüş gösterdi.
main-news	MSRpar	2012test	0421	3.200	Rapor, 23 Ekim'de, soruşturmayla ilgisi olmayan eski bir üç halkalı klasörün içinde bulundu.	Rapor, geçen hafta Hicks'e ait bir eğitim kılavuzunun içinde bulundu.
main-news	MSRpar	2012test	0424	3.400	Cumartesi günü Uluslararası Kızıl Haç Komitesi, Bağdat ve Basra'daki ofislerini geçici olarak kapattığını söyledi.	Irak'ta faaliyet gösteren personelinin güvenliğinden korkan Uluslararası Kızıl Haç Komitesi, Bağdat ve Basra'daki ofislerini geçici olarak kapatacağını duyurdu.
main-news	MSRpar	2012test	0425	2.400	Bay O Muireagáin'in üyesi olduğu İrlanda Filistin Dayanışma Kampanyası serbest bırakılmasını memnuniyetle karşıladı.	Üyesi olduğu İrlanda Filistin Dayanışma Kampanyası bir okul değişim projesi araştırdığını söyledi.
main-news	MSRpar	2012test	0426	3.400	Glover, katilin kurbanlardan bazılarını boğmak için kullandığı bağda "tuhaf bir ilmek" kullandığını söyledi.	Glover, katilin kurbanlardan bazılarını boğmak için koaksiyel kablo ve uzatma kablosu içeren `` tuhaf bir ilmek '' kullandığını söyledi.
main-news	MSRpar	2012test	0427	3.600	Jane Doe'nun avukatlarının, mahkeme celbine itiraz etmeyi planladığı için Verizon'dan adını saklamasını istediğini söyledi.	Mahkeme celbi ile mücadele etmeye karar veren Jane Doe, Verizon'dan adını saklamasını istedi.
main-news	MSRpar	2012test	0429	3.400	Eylül ayında, 27 yaşındaki Singapurlu bir araştırmacı, bir laboratuvarda çalışırken SARS ile sözleşme yaptı.	Ağustos ayında bir vakada, Singapur'daki 27 yaşındaki bir laboratuvar çalışanı SARS geliştirdi.
main-news	MSRpar	2012test	0430	4.818	50'nin altındaki bir sayı imalat sektöründe daralmayı, bunun üzerindeki bir sayı ise genişlemeyi gösterir.	50'nin üzerindeki bir okuma, sektördeki büyümeyi gösterirken, bu seviyenin altındaki bir rakam daralmayı gösterir.
main-news	MSRpar	2012test	0431	3.200	On Emir anıtının binadan kaldırılmasını engellemek amacıyla dava açıldı.	Destekleyenler Pazartesi günü federal mahkemeden Alabama Yargı Binasından bir On Emir anıtının kaldırılmasını engellemesini istedi.
main-news	MSRpar	2012test	0432	1.400	Britz maaş, ikramiye ve diğer tazminatlardan 3.77 milyon dolar kazandı ve Kinney 3.76 milyon dolar kazandı.	Johnston, 2001 yılında başkan olarak 5,8 milyon dolar maaş ve ikramiye kazandı ve yarı zamanlı bir danışman olarak 2002'de 1 milyon dolar kazandı.
main-news	MSRpar	2012test	0433	3.000	Morris, o kamyonun Campbells Creek bölgesinde görüldüğünü ve bu tanıma uyduğunu söyledi.	Morris, Campbells Creek bölgesinde de siyah bir kamyonet görüldüğünü söyledi.
main-news	MSRpar	2012test	0435	3.200	Başkan Michael Powell ve FCC meslektaşları Çarşamba duruşmasında.	FCC başkanı Michael Powell Pazartesi günkü duruşmaya başkanlık edecek.
main-news	MSRpar	2012test	0436	1.800	Dow Jones Endüstriyel Ortalaması 9.886.75'te yüzde 0.3 artarken, Nasdaq Bileşik endeksi 1.986.97'de yüzde 0.4 yükseldi.	Wall Street'te Dow Jones Endüstriyel Ortalaması 9.905,8'de yüzde 0,5 arttı ve Nasdaq Bileşik 1,995,1'de yüzde 0,7 arttı.
main-news	MSRpar	2012test	0437	3.800	Tahran, sivil Batı nükleer teknolojisinin ithalatına getirilen yasağın kaldırılması halinde, bu tür denetimleri getiren Ek Protokolü imzalayacağını açıkça belirtti.	Tahran, protokolü ancak barışçıl Batı nükleer teknolojisi ithalatına getirilen yasağın kaldırılması halinde imzalayacağını açıkça belirtti.
main-news	MSRpar	2012test	0438	4.600	Kongre, benzer kısıtlamaları yalnızca Başkan Bill Clinton'ın veto etmesi için daha önce iki kez kabul etti.	Kongre benzer yasaları iki kez kabul etti, ancak daha sonra Başkan Clinton ikisini de veto etti.
main-news	MSRpar	2012test	0439	2.800	Ancak düşük standartlar yerine yüksek standartlardan bahsetmeyi tercih ederim. "	"Negatif değil pozitif sayılardan bahsetmeyi tercih ederim.
main-news	MSRpar	2012test	0440	4.250	Program kapsamında ABD yetkilileri, yüksek riskli kargoları belirlemek, hedeflemek ve aramak için yabancı liman yetkilileriyle birlikte çalışıyor.	Program kapsamında ABD yetkilileri, yüksek riskli kargoyu ABD'ye ulaşmadan önce bulmak için yabancı liman yetkilileriyle birlikte çalışıyor.
main-news	MSRpar	2012test	0441	3.000	Niels, 1999'da bir röportajcıya, Yaşlı Adam'ın onu yıllarca geride bırakacağını düşündüğünü söyledi.	1999'da, ölümünden iki yıl önce, Bay Nielsen bir röportajcıya, kaya yüzünün onu yıllarca geride bırakacağını düşündüğünü söyledi.
main-news	MSRpar	2012test	0442	0.750	Kaptan Doug McDonald, Perşembe günü durumu kritik olarak hastaneye kaldırıldı.	20 yaşındaki kız kardeşi Allyson ciddi şekilde yanmış ve durumu kritik olarak hastaneye kaldırılmıştır.
main-news	MSRpar	2012test	0443	4.000	Çarşamba günü, dünya çapında aktif göreve çağrılan Ulusal Muhafız ve Yedek üyelerinin toplamı 154.603'tür.	Dün itibariyle dünya çapında göreve çağrılan Ulusal Muhafız ve Yedek birliklerin toplam sayısı 154.603'tür.
main-news	MSRpar	2012test	0444	3.600	Telemarketing Associates yaklaşık on yıllık bir dönemde 7 milyon dolardan fazla para topladı.	VietNow tarafından işe alınan Telemarketing Associates, 1987'den 1995'e 7,1 milyon dolar topladı.
main-news	MSRpar	2012test	0445	2.200	Eski Invercargill adamı 32 yaşındaki Warren Campbell ve 47 yaşındaki tırmanma arkadaşı Jonathan Smith'in cesetleri dün sabah geç saatlerde D'Archiac Dağı'nın altından ele geçirildi.	32 yaşındaki Warren David Campbell ve tırmanma arkadaşı 47 yaşındaki Jonathan Smith, Salı günü McKenzie Bölgesi'ndeki D'Archiac Dağı'na tırmanışından beklendiği gibi geri dönmedi.
main-news	MSRpar	2012test	0446	2.800	Bay Geoghan, 3 Nisan'da hapishaneye nakledildiğinden beri koruyucu bir gözaltı biriminde yaşıyordu.	Yetkililer, Nisan ayında Souza-Baranowski'ye nakledildiğinden beri koruyucu gözaltında tutulduğunu söylediler.
main-news	MSRpar	2012test	0447	3.200	2000 Demokratik platformu, "gey ve lezbiyen ailelerin ulusun yaşamına tam olarak dahil edilmesini" destekledi.	Demokrat'ın 2000 platformu gey evliliklerini açıkça desteklemedi, ancak "gey ve lezbiyen ailelerin ulusun yaşamına tam olarak dahil edilmesini" destekledi.
main-news	MSRpar	2012test	0448	1.250	Hisseleri mesai sonrası işlemlerde 71 sent veya yüzde 3,5 düşüşle 19,55 dolara geriledi.	Hisse, normal seans Nasdaq işlemlerinde 20.26 $ 'dan kapanmak için 63 sent veya yüzde 3 yükseldi.
main-news	MSRpar	2012test	0451	3.000	Ulusal kablo ağlarında canlı olarak gerçekleştirilen duruşma öncesinde yüzlerce muhabir ve fotoğrafçı adliye binasını sular altında bıraktı.	Yüzlerce muhabir ve fotoğrafçı kasabayı batırdı ve beş kez All-Star'ın yer aldığı kısa duruşma ulusal kablo ağlarında canlı yayınlandı.
main-news	MSRpar	2012test	0452	2.200	AMD'nin yonga satışları yıllık% 7 artışla 402 milyon $ 'a ulaştı.	İkinci çeyrek satışları 2002'de 600 milyon dolardan yüzde 7 artarak 645 milyon dolara çıktı.
main-news	MSRpar	2012test	0455	3.600	Tapanların söylediğine göre Shelia Chaney Wilson, Turner Monumental AME Kilisesi'nin yaklaşan 104. yıldönümü kutlamasına hazırlanmaya yardım etmeye geldiğinde telaşlı görünüyordu.	Turner Anıtsal AME Kilisesi yetkilileri, 43 yaşındaki Shelia Chaney Wilson'ın şehrin doğu yakasındaki Kirkwood mahallesindeki kiliseye geldiğinde tedirgin olduğunu söyledi.
main-news	MSRpar	2012test	0456	4.000	ABD birliklerine verilen Iraklı kaçakları gösteren bir kart destesindeki Elmas Asıydı.	En çok aranan Iraklı liderlerin resimlerini gösteren bir ABD kart destesinde elmasların asıydı.
main-news	MSRpar	2012test	0457	3.000	Karadağ Liberal İttifakından Miodrag Zivkovic yüzde 31 oy alırken, bağımsız Dragan Hajdukovic yüzde 4 oy aldı.	Bağımsızlık yanlısı bir radikal olan Liberal İttifak'tan Miodrag Zivkoviç yüzde 31 oyla ikinci oldu.
main-news	MSRpar	2012test	0458	3.750	Şimdiye kadar, Gürcistan'a havale ettiği paranın 70.000 doları dışında tamamı iade edildi.	Georgia, FBI'ın yardımıyla 70.000 dolar dışındaki tüm parasını geri aldı.
main-news	MSRpar	2012test	0460	5.000	Ada ülkesi, 22 Mayıs'ta bir günlük rekor 65 yeni vaka ve 23 Mayıs'ta 55 yeni vaka bildirdi ve bu da Tayvan salgını dünyanın en hızlı büyüyen salgını haline getirdi.	Tayvan 22 Mayıs'ta bir günlük bir rekor olan 65 yeni vaka ve 23 Mayıs'ta 55 yeni vaka bildirerek salgını dünyanın en hızlı büyüyen haline getirdi.
main-news	MSRpar	2012test	0461	3.200	Cubs dış saha oyuncusu Sammy Sosa, mantarlı bir sopayı kullandığı için Cuma günü büyük lig beyzbolu tarafından sekiz maçlığına cezalandırıldı.	Sammy Sosa, mantarlı bir sopayı kullandığı için Cuma günü büyük lig beyzbolu tarafından sekiz maç için askıya alındı ve hemen karara itiraz etti.
main-news	MSRpar	2012test	0462	3.200	Kadınların yarısına günlük ilaç dozu verildi ve yarısı plasebo aldı.	Kadınların yarısına günlük östrojen artı progestin kombinasyonu tableti verilirken geri kalanına plasebo verildi.
main-news	MSRpar	2012test	0466	3.000	Polis dördü evden çıkardığında, toplam 136 kilo ağırlığındaydı.	10 Ekim'de evden çıkarıldıklarında her erkek çocuk 50 kilodan daha hafifti.
main-news	MSRpar	2012test	0468	3.600	Ibrahimler'in bir ayrılma operasyonu varken, Goodrich ve Dr. David Staffenberg, Aguirres için her biri arasında birkaç hafta olmak üzere üç tane planlıyor.	Goodrich ve Dr. David Staffenberg, ikizleri ayırmak için uzun bir operasyon yerine, aralarında birkaç hafta olacak şekilde üç civarında plan yapıyorlar.
main-news	MSRpar	2012test	0469	4.200	Şirket, ödeme hizmetleri de dahil olmak üzere alıcılar için başka hizmetler sunmaya başladı.	Şirket, ödeme ve hatta finansman sunan bu temel hizmetleri genişletti.
main-news	MSRpar	2012test	0470	1.800	Patlamalarda iki kişi öldü ve 150'den fazla kişi yaralandı.	Atlanta Olimpiyat Oyunları saldırısında bir kadın öldü ve 100'den fazla kişi yaralandı.
main-news	MSRpar	2012test	0471	3.231	2001 yılında, Başkan Bush Kathy Gregg'i Öğrenci Kredisi Pazarlama Derneği yönetim kuruluna atadı.	2001 yılında, Başkan Bush onu öğrencilere ABD'nin en büyük kredi veren kuruluşu olan Öğrenci Kredisi Pazarlama Derneği'ne atadı.
main-news	MSRpar	2012test	0472	3.000	Boston Başpiskoposu, yalnızca kurbanların avukatlarını değil, cemaatçileri ve bazı rahipleri kızdıran skandal dalgaları ile karşı karşıya kaldı.	Skandal dalgaları, yalnızca kurbanların avukatlarını değil, aynı zamanda cemaati ve bazı rahipleri de kızdırdı, öyle ki Kanun artık başpiskoposluğu yönetemezdi.
main-news	MSRpar	2012test	0473	3.000	Fort Lauderdale'deki bir federal sulh hakimi, kefalet olmadan tutuklanmasını emretti.	Zuccarini, Çarşamba günü Fla, Fort Lauderdale'de federal bir yargıç tarafından kefaletsiz olarak tutuklandı.
main-news	MSRpar	2012test	0474	3.750	Bakanlığın konumu, Ashcroft ve Başkan Bush'a güçlü siyasi destek sağlayan sosyal muhafazakarları yabancılaştırmakla tehdit ediyor.	Bakanlığın tavrı bazı kürtaj karşıtlarını hayal kırıklığına uğrattı ve Ashcroft ve Başkan Bush'a güçlü siyasi destek sağlayan sosyal muhafazakarları yabancılaştırmakla tehdit ediyor.
main-news	MSRpar	2012test	0475	5.000	Güney Afrika, HIV veya AIDS ile enfekte 4,7 milyon insanla dünyanın en yüksek vaka yüküne sahip ülkedir.	HIV veya AIDS ile enfekte 4,7 milyon kişi ile Güney Afrika, dünyanın en yüksek AIDS yük yüküne sahip ülkedir.
main-news	MSRpar	2012test	0476	3.400	Bu pozisyonda Elias, EMC'nin başkanı ve CEO'su Joe Tucci'ye rapor verecek.	Yeni girişimlerin başkan yardımcısı olarak Elias, EMC'nin başkanı ve genel müdürü Joe Tucci'ye rapor verecek.
main-news	MSRpar	2012test	0477	3.200	Yeni Ordu Komutanı, Masaka Zırhlı Tugayı komutanı Tuğgeneral Aronda Nyakairima'dır ve şu anda tümgeneralliğe terfi etmektedir.	CUMHURBAŞKANI Yoweri Museveni Tuğgeneral Aronda Nyakairima'yı Tümgeneralliğe terfi ettirdi ve ona Ordu Komutanı atadı.
main-news	MSRpar	2012test	0479	2.800	Mailblocks, WebTV'nin Microsoft tarafından 425 milyon dolara satın alınmasından beş yıl sonra kuruldu.	WebTV 1997'de Microsoft'a 425 milyon dolara satıldı ve bugün MSN TV olarak adlandırılıyor.
main-news	MSRpar	2012test	0482	2.800	York, Metropolitan Transportation Authority'ye 1.50 $ ücretini ve eski banliyö demiryolu oranlarını geri getirmesi için iki hafta süre verildiğini açıkladı.	İtiraz etmeyi planlayan Büyükşehir Ulaşım Otoritesi, eski metro ve otobüs ücretlerinin ve eski banliyö tren ücretlerinin eski haline getirilmesi için 28 Mayıs'a kadar süre verildi.
main-news	MSRpar	2012test	0484	4.600	"Bugün, bu sorunu Rusya Devlet Başkanı Vladimir Putin ve ABD Başkanı George W. Bush'a iletmeye çalışıyoruz."	"Bugün, bu sorunu Rusya Devlet Başkanı Vladimir Putin'e (haberler - web siteleri) ve Başkan Bush'a (haberler - web siteleri) iletmeye çalışıyoruz."
main-news	MSRpar	2012test	0485	3.200	Devlet, McGrath köyü yakınlarında yaklaşık 1.700 mil karelik bir alanda kurtları öldürmek istiyor.	Devlet, bir tür geyik fidanlığı kurmak için McGrath yakınlarındaki yaklaşık 1.700 mil karelik bir alanda kurtları öldürmek istiyor.
main-news	MSRpar	2012test	0486	3.000	Peterson polise Noel arifesinde San Francisco Körfezi'nde tek başına balık tuttuğunu ve boş bir eve döndüğünü söyledi.	Peterson polise, 24 Aralık sabah saat 9: 30'da karısını San Francisco Körfezi'nde tek başına balık tutmak için terk ettiğini söyledi.
main-news	MSRpar	2012test	0487	3.800	Fed'in Empire State anketi, Mayıs'taki 10.6'dan Haziran'da rekor bir yüksek olan 26.8'e sıçradı.	Empire State anketi, Mayıs ayındaki 10.6'dan rekor bir yüksek olan Haziran ayında 26.8'e sıçradı ve beklentileri fazlasıyla aştığında, fiyatlar offshore yüksek seviyelerden geri çekildi.
main-news	MSRpar	2012test	0489	4.500	Det Baş Müfettiş Norman McKinlay, "bu bölgede bir ceset veya ceset bulunduğuna dair kanıt" olduğunu söyledi.	Soruşturmaya başkanlık eden Dedektif Başmüfettişi Norman McKinlay, "Bu bölgede bir ceset veya ceset bulunduğuna dair kanıt var.
main-news	MSRpar	2012test	0491	3.000	Yönetim Kurulu Şansölyesi Robert Bennett, Mills gibi Salı günü personel meseleleri hakkında yorum yapmayı reddetti.	Bay Mills, personel meselelerini hiç tartışmadığını söyleyerek dün yorum yapmaktan kaçındı.
main-news	MSRpar	2012test	0492	4.727	General Jeffrey, askeri emekli maaşını Yarralumla'da görev yaptığı dönem için hayır kurumuna bağışlayacağını söyledi.	Tümgeneral Jeffery, Yarralumla'da görev yaptığı sırada askeri emekli maaşını hayır kurumuna vereceğini söyledi.
main-news	MSRpar	2012test	0493	3.800	Tampa Körfezi menajeri Lou Piniella, takım koçu John McLaren ve sağ saha oyuncusu Aubrey Huff, Huff'un dokuzuncuyu bitirmesi için grev çağrısı yapılmasının ardından tartıştıkları için ihraç edildi.	Tampa Bay yöneticisi Lou Piniella, takım koçu John McLaren ve Huff dokuzuncu turun ortasında atıldı.
main-news	MSRpar	2012test	0494	3.000	Girişim, Rusya ve Ukrayna'da beş petrol rafinerisine ve 2.100'den fazla dolum istasyonuna sahip.	TNK-BP'nin altı petrol üretim ünitesi, beş rafinerisi ve 2.100 dolum istasyonu bulunmaktadır.
main-news	MSRpar	2012test	0495	4.600	Libeskind, plandaki diğer değişikliklerin orijinal vizyonunu iyileştirdiğini söyledi.	Libeskind, değişikliklerin çoğunun orijinal plandaki iyileştirmeler olduğunu söyledi.
main-news	MSRpar	2012test	0498	2.000	Temsilci Peter Deutsch, D-Fla., FDA'nın Florida'daki çabalarını eleştirdi.	D-Fla. Peter Deutsch, FDA'yı tebrik etmek istediğini söyledi.
main-news	MSRpar	2012test	0500	1.500	6 Haziran'daki 70 vaka ile karşılaştırıldığında GTA'da şu anda 37 aktif olası vaka var.	Ve küresel olarak, aktif olası vaka sayısı 573'e düştü.
main-news	MSRpar	2012test	0506	3.200	SARS, Çin anakarasında 296 kişiyi öldürdü ve 5.200'den fazla kişiyi enfekte etti.	Çin anakarasında, hastalık 300 kişiyi öldürdü ve 5.270'den fazla kişiyi enfekte etti.
main-news	MSRpar	2012test	0507	3.000	Yeniden tasarlanan Finder ayrıca arama, belge ve projelerin özelleştirilmiş organizasyonu için renkli etiketler ve Mac, Windows ve UNIX dosya sunucuları için ağa dinamik göz atma özellikleri sunar.	Ayrıca, belgeleri daha iyi organize etmek için renkli etiketleri ve Mac, Windows ve Unix dosya sunucuları için ağda dinamik gezinmeyi destekler.
main-news	MSRpar	2012test	0508	2.750	Torch Concepts'i temsil eden avukat Rich Marsden, tekrarlanan telefon görüşmelerine cevap vermedi.	Torch ve JetBlue yetkilileri, yorum isteyen Mercury News'ten gelen tekrarlanan telefon çağrılarına yanıt vermedi.
main-news	MSRpar	2012test	0509	4.500	Cinsel olarak uyarılma yeteneğini ortadan kaldırdığını iddia ettiği bir operasyonla 2001 yılında gönüllü olarak hadım edildi.	Ağustos 2001'de gönüllü olarak hadım edilen DeVries, ameliyatın cinsel olarak uyarılma yeteneğini ortadan kaldırdığını söyledi.
main-news	MSRpar	2012test	0510	1.000	S & P / TSX kompoziti haftalık 87,74 puan yükselirken, TSX Venture Exchange kompoziti 44,49 puan kazandı.	Haftada Dow Jones sanayi ortalaması 11,56 puan yükselirken, Nasdaq Borsası 39,42 puan yükseldi.
main-news	MSRpar	2012test	0511	3.750	Buna karşılık SuSE, Java 2 Standard Edition lisansını alırken, Java uygulamalarını çalıştırmak için Sun'ın Java Virtual Machine'i dağıtmak için mevcut bir sözleşmeyi resmileştirecektir.	Nürnberg, Almanya merkezli SuSE, Sun'ın Java 2 Standard Edition (J2SE) lisansını alacak ve Sun'ın Java Virtual Machine yazılımını Linux yazılım hattı üzerinden gönderecek.
main-news	MSRpar	2012test	0513	4.500	İsrailliler ülkeyi felç etmekle tehdit eden bir grevi atlatmaya hazırlanırken Pazar günü benzin istasyonlarının önünde uzun kuyruklar oluştu ve insanlar bankamatiklerden para almak için koştu.	Pazar günü benzin istasyonlarının önünde uzun kuyruklar oluştu ve İsrailliler grevin etkilerine hazırlanırken insanlar bankamatiklerden para almaya koştu.
main-news	MSRpar	2012test	0514	1.500	Teknoloji ağırlıklı Nasdaq bileşik endeksi, iki günlük 55,93 galibiyetinin ardından 3,99 veya yüzde 0,2 düşüşle 1.682,72'ye geriledi.	Teknoloji bağlantılı Nasdaq Bileşik Endeksi .IXIC 8,52 puan veya yüzde 0,51 azalarak 1.670,21 oldu.
main-news	MSRpar	2012test	0516	2.000	Ontario'nun kamu güvenliği komisyon üyesi Dr. James Young, SARS olup olmayacağını bilmiyoruz "dedi.	Ontario'nun kamu güvenliği komiseri Dr. James Young, "Son derece uyanık davranıyoruz" dedi.
main-news	MSRpar	2012test	0517	4.000	Çeyrek satışları, yıllık% 37 artışla 1,76 milyar Euro'ya yükseldi.	Satışlar bir önceki yıla göre yüzde 37 artarak 1.76 milyara ulaştı ve beklentileri aştı.
main-news	MSRpar	2012test	0518	3.200	Şirket, önümüzdeki ay 2. çeyrek sonuçlarını açıkladığında tüm mali yıl için revize edilmiş rehber yayınlayacağını söyledi.	Şirket, Temmuz ayı ortasında ikinci çeyrek sonuçlarını açıkladığında 2003 yılı için öngörülen hedefini yenileyeceğini söyledi.
